20	9.026723094282605e-06
40	0.0027631555822117625
61	0.0056622756194221685
81	0.009538904692295022
101	0.013016354202726824
122	0.01701292050482651
142	0.02123015379754349
163	0.02596620419728071
183	0.03122146425516325
203	0.03609406771299124
224	0.04107971386310436
244	0.047495784381664616
265	0.054192787417125805
285	0.06140661063521086
305	0.0692540116001478
326	0.07838173611653601
346	0.08890876572838312
366	0.09972227736060657
387	0.11112126350068152
407	0.12554581727724415
428	0.1403852302021253
448	0.15999873901448874
468	0.18021272887285608
489	0.20346547999895653
509	0.22894813627418545
530	0.25954015520322055
550	0.2892718120973121
570	0.31924255414995495
591	0.3470483153752677
611	0.3814020735566859
632	0.4083306652188928
652	0.4361496486023322
672	0.46157149579357337
693	0.4833640972706112
713	0.5054957627041919
733	0.5227459239231812
754	0.5411546855598122
774	0.5636709308898723
795	0.5858831636540525
815	0.6151540127244439
835	0.6470252578561609
856	0.6651560565432509
876	0.6669934145561807
897	0.6581813332823304
917	0.6471179262385354
937	0.6322528127882932
958	0.6369366730834629
978	0.6342548435484922
999	0.6296022094644464
