20	0.0012029185356965248
40	0.01338655901973839
61	0.0350100366569501
81	0.05763332785411739
101	0.08020531433793257
122	0.10143242523786002
142	0.11767857904345855
163	0.13035982928323364
183	0.13875075489216804
203	0.14411997945486765
224	0.14714519794631822
244	0.1482473411226928
265	0.14839613763331183
285	0.148189557095153
305	0.148170625636162
326	0.14862329052325343
346	0.14948688248468806
366	0.15066271721522137
387	0.15212584270669338
407	0.15361392701383575
428	0.15517791322366659
448	0.15661892043964465
468	0.15797013205837107
489	0.15926040514551756
509	0.16032718953956268
530	0.16127006379409994
550	0.16199853714738707
570	0.16259653925922582
591	0.16308749522315877
611	0.16344485639528872
632	0.16373103457726657
652	0.16393327766777469
672	0.16408344102965267
693	0.16419809972278016
713	0.1642826439546504
733	0.16434708586701494
754	0.1643954071705419
774	0.1644261549459028
795	0.16444633302039569
815	0.1644581775406908
835	0.16445991943591445
856	0.16445527070314064
876	0.16444558221746847
897	0.16443065448114702
917	0.1644137638335505
937	0.16439376523448757
958	0.16436786361996683
978	0.16434314930296223
999	0.1643157970877172
